count,name,avg
1,andere Hohlnudeln,
1,Mozzarella und den Rest vom Mozzarella für die Füllung.,
2,besser,
1,Butter für die Form und  des Teiges,
1,Erdbeeren oder weniger,
1,Halbweißbrot,
1,8-Kräuter-Mischung,
1,Harissa oder scharfes Ajvar,
3,Schokostäbchen,
1,Weißweinessig oder Estragonessig,
70,Cornichons,3.415
1,/und Kräuter,
1,Öl  der Röstzwiebeln,
1,Pimpinelle und Monardablätter,
1,Pilze nach Saison,
1,Wein oder Milch,
1,Kokossirup oder ca. 8 cl frische Kokosmilch,
1,Lebensmittelfarbe in lila,
2,2 EL,
425,Suppengrün,3.57
1,Perlhuhn - Brustfilets,
1,Gewürzmischung Vegana oder gekörnte Brühe,
1,Gorgonzola cremig,
1,Kokosöl und/oder Butter,
1,Zuckercouleur oder,
1,Hefe oder 3 Tüten Trockenhefe,
1,Bouillon oder Rotwein,
1,ein anderes Fruchtmus,
1024,Fleischbrühe,3.67
1,Frischkäse oder Emmentaler,
1,rohes Lachsfilet,
32,Sojadrink,3.75
34,Rübensirup,3.5
1,Muskat oder Currypulver,
1,Wasser  der Gelatine,
16,Jasminreis,3.75
1,Gelfarbe,
1,Hühnerbrust - Aufschnitt,
2,Senf nach Geschmack,
1,Ahornsirup *2,
1,Schweinebrust mit Knochen,
1,Sahne oder Rum,
1,Sherry o. Weißwein,
1,Erdbeere,
2,Lamm - Karree,
2,Weißwein oder Noilly Prat,
9,Melasse,
1,Krabbenbrot,
5,Scheibenkäse,
1,Gänsebrust oder Entenbrust,
1,Marzipan -Decke,
1,Obstler oder Chili zur Würze,
1,Eisbergsalat oder fertiger Krautsalat,
1,Löffelbiskuits nach Bedarf,
34,Dinkelflocken,3.635
1,Butter und Olivenöl,
1,Pflanzenmargarine ,
1,Blüten von der Kapuzinerkresse,
20,Korn,3.33
1,Miracel Whip oder 1 Flasche leichte Salatcreme,
2,Gewürzmischung für Cevapcici,
1,Zimt und gemahlene Nelken,
1,Chiliöl ,
1,Bratwurst oder Salami,
1,Himbeeressig oder Erdbeeressig,
1,Kefir - Kristalle,
1,Maisgrieß ,
23,Butterschmalz oder Öl,3.56
1,Aroma Rum und VanilleBiobin,
1,Sambal Oelek oder Pul biber,
1,Magerquark oder Ricotta,
1,Kaffee oder Rum,
1,Lammrücken,
1,Mungbohnensprosse,
1,Saft der Amarenakirschen,
1,Basilikum oder glatte Petersilie,
4,Joghurt oder saure Sahne,
1,Butter und Honig,
1,Buttermilch oder 600 ml Milch mit dem Saft 1 Zitrone verrühren und 5 Min stehen lassen,
19,Vollmilchjoghurt,3.5
1,Hühnerbrüste o. ä.,
1,Haselnüsse . gemahlene,
1,Schmelzkäse oder etwas Mehl nach Belieben,
1,Thunfisch in Wasser oder Öl,
1,Äpfel ODER,
1,Olivenöl für die Papierformen,
1,nach Belieben Glasnudeln,
1,Chilisauce oder Zigeunersoße,
1,Kokosraspel oder gemahlene Mandeln o. ä.,
1,Suppenfleisch vom Rind oder Hammel,
1,Fett oder magere Speckwürfelchen,
2,Blütenblätter,
1,Gemüse nach Wahl und Saison,
3,Landjäger,
1,Olivenöl  der Lammkeule,
1,Öl und Semmelmehl für die Springform,
2,Fertigmischung für Sahnetortenhilfe,
1,1 TL Vanillezucker,
1,Chilipulver oder frische Chili,
1,Paprikamark bei Bedarf,
1,Champignons oder eingeweichte Mu-Err-Pilze,
1,Ajvar oder etwas Tomatenmark,
1,Vanillesaucenpulver für 500 ml Milch,
1,anderer,
1,Chilipaste für Tom Yam,
4,Karamellsauce,
1,Harissa nach Geschmack,
3,Haselnüsse und Walnüsse,
1,Zucker für die Flutschkeilchen,
6,nach Geschmack,
1,Spaghetti oder Pasta nach Wahl,
9,Riesenbohnen,
17,Lammhackfleisch,3.6
1,Frischkäse à 200 g,
1,Früchte oder Pralinen,
1,1 Schuss gebrühten Kaffee,
1,Mehl + Mehl,
2,Parmesan nach Belieben,
1,Fertigmischung für Salatkrönung Gartenkräuter,
1,Katenschinken oder Räuchertofu,
2,Mangold - Blätter,
20,Fett für die Auflaufform,3.9299999999999997
1,Maggi nach Geschmack,
1,Lammfleisch oder Rindfleisch oder gemischt,
1,-schnaps,
1,Spekulatius oder Krokant,
102,Spekulatius,3.75
1,Eiweiß und 3 EL Zucker,
7,Aroniabeeren,
48,Dressing,3.5
1,Puddingpulver für Rote Grütze,
1,Fleisch vom Hammel,
1,iglo Gemüse-Ideen Italienisch,
1,Sanddornbeeren,
1,Burgerbrötchen mit Sesam,
1,Estragon - Blättchen,
1,etwas Rumaroma,
1,Kokoswasser von einer ungeschüttelten Dose Kokosmilch,
1,Aroma nach Bedarf,
15,Sahnemeerrettich,3.5
59,Pak Choi,3.33
2,Süßungsmittel nach Geschmack,
2,HENGLEIN Schupfnudeln,
3,Öl oder Schweineschmalz,
1,Puderzucker  oder Kuvertüre,
1,Salatkräuter nach Wahl,
1,Chorizo á 125 g,
1,Muskat bei Bedarf,
1,milchfreie Margarine,
1,Mehl oder Brösel für die Form,
1,Ananas - Scheibe,
1,Fett und Paniermehl für die Backform,
19,Sonnenblumenöl oder Rapsöl,3.33
1,Buttervanillearoma,
1,passierte Tomaten mit ca. 15 g brauner,
1,Bacon in dünnen Streifen,
1,Hühnerbrühe oder -fond,
1,Senf und Honig,
1,Limonade nach Wahl,
1,Rosmarin - Zweige ,
3,Rum oder Kirschwasser,
1,1 Pk. Vanillezucker,
1,Puderzucker + 1 P. Van. Zucker,
1,Pinienkerne oder Walnusskerne,
1,Champignons und Shitake gemischt,
442,Süßstoff,3.5
1,Butter bei Bedarf,
1,Fertigmischung für Sauce Bolognese,
2,Hüftsteak,
2,Saucenpulver für Bratensoße,
1,Trockenhefe *,
1,Zimt und,
1,Salat oder Orangen oder Rucola,
5,anderen Käse,
1,Zitronensaft von einer großen,
12,Kokoswasser,3.33
1,Lorbeerblatt oder andere Gewürze nach Belieben,
1,Tofu - Taschen,
1,Vanillepulver für 1. Variante,
1,Kirschsaft ,
1,Zucker oder Hagelzucker ,
1,Barbarieente,
15,Walnusshälften,3.18
28,Schabzigerklee,3.33
1,Schwarzbier nach Wahl,
1,Wasser oder andere Flüssigkeit,
1,feste Kokoscreme,
1,Sternanis bei Bedarf,
1,Frischkäse oder Rama Cremefine,
1,Fett und Paniermehl für das Backblech,
1,auch 4 Scheiben Käse,
1,Zucker und 2 TL Zimt,
1,légère mit Kräutern,
1,Joghurt-Salatcreme,
1,Fett für die Fritteuse,
72,Hackfleisch vom Schwein,3.8
1,Sonnenblumenkerne oder Kürbiskerne oder Mandelblättchen,
18,Kräuter ,3.5
1,Sahne oder Belegkirschen,
1,Thymian dazu,
1,Bärlauchpaste oder frischer Bärlauch,
1,Palmin ,
1,Borretsch und Pimpinelle,
3,Obst nach Geschmack,
116,Hähnchenkeule,3.5
1,Kuvertüre nach Belieben,
1,Zutaten für den Joghurt,
2,Bailey_s Irish Cream,
1,Mayonnaise oder,
1,Yufka-Teigblätter oder Filo- oder Strudelteigblätter,
1,Sauerteig aus Type 1370,
1,Zicklein - Filet,
1,Granatapfelkerne und/oder frische Beeren,
35,Apfelsine,3.29
1,Schinken oder Fleischkäse,
2,Sonnenblumen-,
1,Pesto aus Sellerieblättern,
827,Rohrzucker,3.5
1,Gehacktes ODER,
1,6 Scheiben Baguette,
66,Grand Marnier,3.5
1,Leber von der Gans,
1,Glühwein oder Orangen- oder Apfelsaft,
1,Quark - oder Joghurtcreme,
1,Margarine oder lactosefreie Butter,
1,Löffelbiskuits oder Butterkekse,
1,Milch oder Sprudelwasser,
1,Rhabarber mit rotem Fleisch,
4,Braten-,
1,Brühe vom Wirsing-Blanchieren,
1,Kräuterfrischkäse oder natur,
1,Paniermehl oder ein eingeweichtes Brötchen,
1,Speckwürfel oder Bacon,
1,Cheddarkäse ,
1,Haselnusskrokant etc.,
2,Wildbrühe,
1,Schokotröpfchen zartbitter,
1,Vanillezucker oder Zitronenschale,
1,Nüsse gehackt -,
1,Butter für den,
1,Lamm -Hüften,
1,Butter und Mehl oder Grieß,
3,Bärlauch oder Petersilie,
3,Weizensauerteig,
2,Calvados ,
1,Manicotti,
9,Maraschino,
2,Stärkemehl ODER,
1,noch besser Balsamico glace,
2,Käse - Aufschnitt,
1,Öl für die Form und ,
1,Chorizo oder Cabanossi,
1,Milch nach bedarf,
1,Wasser oder Ei,
1,Wildfond oder Flesichbrühe,
1,Feta-Käse oder anderer Käse,
1,Vanille - back,
1,Butter und Olivenöl ,
1,Ananas Fruchtfleisch gewogen,
121,Worcestershiresauce,3.7
1,WanTan ,
1,Vollmilch oder Sahne oder gemischt,
1,Mangold ohne Strunk,
1,süße Sahne oder Kondensmilch,
1,Rosen oder andere Blumen,
2,Bandnudeln oder Tagliatelle,
1, Pasta,
1,Kartoffelmehl /Speisestärke,
1,Fleisch - Reste von Raclette oder Fondue,
1,Bratcreme mit Butter,
1,Olivenöl und Sesamöl,
1,Honig oder nach Bedarf,
1,chinesische Eiernudeln oder Spaghetti,
20,Honig oder Agavendicksaft,3.415
9,Dekor,
1,Balsamico Rosso,
1,Öl nach Belieben,
2,Trockenhefe oder 1/2 Würfel frische Hefe,
3,Rum-Aroma,
3,Rucola ,
1,Vanillezucker für die Schlagsahne,
1,Joghurt Vanillegeschmack,
1,Rigatoni oder andere Nudeln,
1,Butter für die Mehlschwitze,
3,Brotbackmischung,
1,Eigelb und etwas Sahne oder Milch,
1,Lorbeerblatt oder 2 kleinere Blätter,
1,Gehacktes von Rind oder Lamm,
1,1 frische Ananas,
69,Mandelsplitter,3.5
1,Butter in Wasser geschmolzen,
163,Obst,3.63
1,Saucenbinder oder Kartoffel,
2,Rohrohrzucker oder Zucker,
1,Schokoröllchen ,
1,Rapsöl oder Weizenkeimöl,
1,Leber von Rind oder Schwein,
1,Brunnenkresse oder Rauke,
1,Puderzucker für Zuckerguss,
1,Tatar oder fettreduziertes Hackfleisch,
1,Schmelzkäse - Ecken mit Kräutern,
1,Zicklein - Nacken,
1,r Engergiedrink,
1,Gemüsefond oder Bratenfond,
5,Margarine für das Blech,
2,Spargel aus der Dose,
1,Salami oder Jagdwurst,
1,Brombeerblätter,
1,Hühnerfond oder Hühnerbrühe,
1,Fisch - Rogen,
1,Körner und  Saaten,
1,Kapernapfel,
1,Puderzucker oder Zitronenguss,
1,auch eine andere Käsesorte,
1,Fleischwurst oder 4 Wiener Würstchen,
14,Seezunge,3.57
2,Pesto - Rosso,
1,frischer Bärlauch,
1,Eismeergarnele,
1,gemahlene Vanilleschote,
1,saure Sahne oder Sahne,
2,Metallspieße,
7,Sirup ,
1,Kakaopulver oder Kokosraspel ,
4,Haferflocken oder Dinkelflocken,
1,Hühnchenbrust,
1,saure Sahne oder Sauerrahm,
3,Haselnüsse ,
1,Balsamicocreme ,
227,Zitronenmelisse,3.5
1,Gurkenflüssigkeit oder milden Weinessig,
1,Naturjoghurt oder veganer Joghurt,
1,getrocknete Aprikosen,
1,Oliven grün,
1,Eisbergsalat oder anderer Salat der Saison,
1,Mungokeime,
1,3 Pck. Gelatinepulver,
3185,Margarine,3.67
1,Creme legere oder saure Sahne,
1,Aprikosenkonfitüre oder -gelee,
2,Rauchfleisch vom Rind,
1,Rohrzucker oder Zucker ,
1,Sucolin als Austauschstoff,
3,Muscovadozucker,
2,Lebensmittelfarbe bei Bedarf,
1,Mehl und Butter für Mehlschwitze,
1,Gänseschmalz oder Enten-,
1,Putenschnitzel oder Putenbrustfiletscheiben à 150 g,
1,Milch Schnitten,
1,Kokosmilch aus der Dose oder selbst gemacht,
1,Beeren aller Art,
1,Rosenwasser aus der Apoteke,
1,Amaretto für die Creme,
25,Kichererbsen aus der Dose,3.4699999999999998
16,Brunch,3.88
2,Naturjoghurt à 150 g,
2,Schattenmorellen oder Sauerkirschen,
9,Leinsamenmehl,
5,Thunfischfilet,
1,Petersilie oder Schnittlauch nach Bedarf,
1,eine große,
1,Tortellini mit Tomate-Mozzarella-Füllung,
3,Taubnessel,
1,Gewürzmischung für Pizza und Pasta,
1,Cornichons mit Chili,
1,Süßstoff oder Zucker nach Belieben,
1,Zitronenmelisse und ein paar Amarettini,
4,Rote Grütze - Pulver,
66,Gewürzpaste,3.58
1,Nudeln Buitoni,
19,Einmachhilfe,3.4
1,ungesüßtes Müsli,
1,Milch oder Kondensmilch,
1,Bleichsellerie oder Knollensellerie,
1,Chilisauce für Hähnchen,
4,Kemirinüsse,
1,Sahneschmelzkäse oder Kräuterschmelzkäse,
1,Krustentier-,
1,Tortenboden oder Keks- oder Lebkuchenreste,
1,Pastis oder Ricard,
1,Rum und etwas,
4,Noriblatt,
1,zwei Stück Bitterscholokale,
1,Milch oder Milchersatz,
2,Brühe oder Milch,
1,Johannisbeersaft von schwarzen Johannisbeeren,
1,Pimentkörner oder 1/2 TL Pulver,
1,Blattpetersilie ,
2,Käse - Scheiben,
1,Mais - Grieß,
1,nicht so trockenen Rotwein,
1,Schnittlauch oder ca. 3 Frühlingszwiebeln,
1,Serranoschinken oder anderer Schinken,
1,Zitronengras frisches,
8,Butter für die Pfanne,
1,Mehl und ca. 2 El. Mehl,
1,Backpulver und bei Bedarf etwas Flüssigkeit,
3,Gewürzmischung für Sauerbraten,
1,Sterne in Gold,
2,Tee nach Wahl,
1,selbst gemachte Nudeln,
183,Zwetschgen,3.75
1,Mangofruchtfleisch oder Mangopüree,
1,Pistazien und Kokosraspel zur Deko,
2,Edamer Käse oder Bergkäse,
1,Margarine mit Joghurt,
1,Butter für die Sauce,
1,Zucker oder 10 g Canderel Streusüße,
1,Hackfleisch aus Lammfilet!,
1,Sahne oder Creme fráiche,
1,Schinkenfond,
1,Eiweiß oder,
1,Kardamom - Samenkörner,
1,Chiagel,
1,Toastbrot oder ein Toastie,
3,Basmati oder Duftreis,
19,Frittierfett,3.33
3,anderes Fleisch,
96,Dinkel,3.53
131,Anis,3.64
29,Sahne - Ersatz,3.76
1,Steinchampignons,
1,Petersilie oder Schnittlauch oder,
3,Wein ,
2,Limonenblätter,
1,andere Körner,
1,Zucker oder ein anderes Süßungsmittel,
1,Semmelbrösel  des Teiges,
2,Joghurt nach Wahl,
1,Sojamehl oder anderen Eiersatz z. B. 1/2 reife Banane,
1,Vollkornmehl fein oder Type 550,
1,Hähnchen - Aufschnittstreifen,
1,Brunch Brotaufstrich,
1,Kümmel oder Petersilie,
1,Parmaschinken oder Schwarzwälder,
1,Putenbrustfiletscheiben à 150 g,
2,Physalis ,
32,Babyspinat,3.5
1,Gänsefond für die Sauce,
2,Ketchup oder BBQ-Sauce,
10,Zitronenverbene,3.8
1,anderen scharfen,
1,Sonnenblumenkerne nach Wunsch,
1,Pilze z. B. Enoki Pilze,
36,Keimöl,3.5
1,Puderzucker und evtl. Minze,
1,Leinöl oder Olivenöl,
46,Mehl Type 405,3.6
1,Sahne oder Mineralwasser,
2,Schweinemedaillons vom Filet,
1,Pflanzenmargarine oder Öl,
1,Rohrzucker oder anderen,
1,Dill - Spitzen gehackte,
1,Stockfisch à 250 g,
3,Schmand oder Creme fraîche,
2,Kokosmilch nach Bedarf,
5,Lende,
1,Koriander oder andere Kräuter,
1,Margarine / halbfett,
1,Pfifferlinge oder gemischte Pilze,
2,Fett und Semmelbrösel für das Blech,
1,frischen Orangensaft,
124,Quinoa,3.5
1,Schattenmorellen oder Kirschen aus dem Glas,
1,Paprika in Streifen aus dem Glas,
1,Pflanzencreme z. B. Rama culinesse,
2,Kaffee oder Espresso,
1,Zucchini oder,
1,Gemüsebrühe oder klare Brühe,
9,Champignons oder Pfifferlinge,
1,Kräuter - Fix Gartenkräuter,
1,Flammkuchenteig aus dem Kühlregal o. selbst gemacht,
1,Wasser und Milch zu gleichen Teilen,
4,Merguez,
1,Öl  und für das Dressing,
5,Putenunterkeule,
1,Puderzucker oder Hagelzucker ,
1,Paniermehl oder,
1,Kotelettfleisch ohne Knochen,
1,BBQ-Sauce ,
1,Reste,
1,Seitan auch unter Weizeneiweiß oder Weizengluten bekannt,
29,Herz,3.71
7,Garnelen,
1,Butterschmalz für die Bratwurst,
1,Rindfleisch - Knochen,
2,Schokostreusel oder Zuckerstreusel,
1,Öl neutral,
1,Vanille - Pulver Bourbon,
1,Bauchspeck vom Schwein,
2,Erdnussbutter oder Erdnusscreme,
1,Schweineschnitzel oder Schweinerücken in Scheiben,
1,Salat z. B. Feldsalat,
5,Wirsingblätter,
3,Haferfleks,
7,Thymian - Blättchen,
1,Wildschwein - Keule,
1,2 l Öl ,
1,Reisessig oder weißer Balsamico,
1,Maisgrieß  des Brotlaibes,
1,Butter und 1 TL Dattelpaste,
1,Tomatensauce oder Pizzatomaten,
2,Ebereschen,
1,dünne Bandnudeln,
1,Schinken - Braten,
2,Blue Curaçao Sirup,
1,Wurst in Streifen geschnitten,
1,Mehl  und für die Fettpfanne,
1,Perlhuhn - Brüstchen,
1,Kichererbsen oder Linsen,
2,Pizzagewürz oder Kräuter der Provence,
12,Putenleber,3.83
1,Grana Padano am Stück,
1,Vanillepuddingpulver oder 9 gehäufte EL Speisestärke mit 6 Teel. Vanillinzucker,
30,Zwiebelgranulat,3.5
12,Haselnüsse oder Walnüsse,3.8
1,rohe Bratwürstchen,
29,Butter oder Butterschmalz,3.6
13,Mehl oder Saucenbinder,3.75
1,250g frische,
1,Schmand oder dicke saure Sahne,
8,Triple Sec,
21,Cachaca,3.6
1,Truthahn- bzw. Hühnerbrühe,
1,Jalapeños oder Gürkchen,
1,Cornflakes oder andere Cerealien,
1,Brennnesselsamen,
2,Kalbsfond oder Fleischbrühe,
1,Hähnchenschenkel oder Hähnchenbrust,
2,Bittermandelaroma oder Amaretto,
1,Kokosmilch oder Schlagsahne,
1,Vanillemark oder 3 - 4 Tropfen Butter-Vanille-Aroma,
1,Öl oder Pflanzencreme mit Butteraroma,
1,saure Sahne mit,
6,Zwetschgen oder Pflaumen,
1,Nelkenpulver und / oder Piment,
1,besser Schmelzflocken für die Kruste,
1,Nudeln z. B. Mackkroni,
1,Riesengarnelen mit Schale oder ohne,
1,Sonnenblumenöl und/oder Rapsöl,
1,Aprikosenkonfitüre oder Kirschkonfitüre,
1,Olivenöl oder Kokosfett ,
1,etwas Butter,
1,Kakaopulver und,
1,Bauernbratwurst in Länge des Bratenstückes,
3466,Fett,3.6
2,1/2 Bund Petersilie,
41,Brandy,3.6
12,Ghee oder Butterschmalz,3.6799999999999997
1,Ketchup für die Farbe,
13,Gewürzspekulatius,3.55
3,Hamburgersauce,
11,Möhrensaft,3.365
1,Öl  des Gemüses,
1,Kurkuma für das Pastawasser,
62,Rosmarinzweig,3.33
1,Geflügelklein,
1,1 geraspelte Kartoffel,
1,Rote Bete oder eine große,
36,Safranpulver,3.56
1,Innereien der Ente,
1,Rosmarin oder 1 TL getrockneter Rosmarin,
2,Bucheckern,
60,Thunfisch im eigenen Saft,3.5
1,Gewürzpaste Harissa,
1,Tortellini mit vegetarischer Füllung,
5,Tafelessig,
1,Mehl und 250 g Treber,
1,Petersilie oder Trockenpetersilie,
4,Zucchini - Blüten,
1,Kochbananenmehl oder Maisstärke,
7,Mandelsahne,
1,Cocktailtomaten oder 2 Fleischtomaten,
1,Shrimps in Cocktailsoße,
1,süße Sahne oder laktosefreie Milch,
2,Amaretto oder anderer Mandellikör,
251,Cognac,3.67
1,2 EL Apfelessig,
1,Butter oder Deli Reformmargarine,
1,Erdbeeren oder Blaubeeren,
1,Fisch - Karkassen,
21,Pottasche,3.5
1,Putenaufschnitt,
1,anderes glutenfreies Getreide,
1,andere Pasta nach Wahl,
1,Knochen der Lammkeule,
1,Öl oder Butaris,
1,Weizen oder Roggen,
1,Mozzarella à 125 g,
1,1 EL Essigessenz,
1,Gin 37,
2,Sonnenblumenöl oder Distelöl,
1,Wasser oder 1/2 Wasser,
2,Koriandergrün oder,
1,Fisch Heringe,
1,Thymian oder andere Kräuter,
1,Kräuter z.B. Koriander oder Petersilie,
1,-püree,
1,Tomatenketchup ca. 100 - 150 g,
3,Mehl für die Arbeitsfläche und ,
2,Emmentaler oder Bergkäse,
1,Obst aus der Dose,
63,Tatar,3.55
4,Malzkaffee,
1,Kalbsbraten ohne Knochen,
3,Wasser ca.,
1,1/2 l Sahne und 1 Quimiq,
1,Zucker mit Zimt vermischt,
1,Früchte - Kompott,
1,Nüsse mit Rosinen,
1027,Kreuzkümmel,3.67
1080,Feta-Käse,3.67
2,Semmelbrösel aus Vollkorn,
4,Fischfond oder Gemüsebrühe,
1,Sojawürfel oder Sojagranulat,
1,Sauerkirschen abgetropft,
1,Kümmel *,
1,Saft von roten Früchten,
1,Kokosfett oder 2 l Öl ,
1,Schokoröllchen oder -tröpfchen,
2,Navet,
1,Orangenkonfitüre,
265,Cranberries,3.5
1,Vanillepulver oder Vanillezucker,
1,Pesto Rosso oder Tomatensoße,
2,Tomatenketchup oder Curryketchup,
1,Chorizo Salami,
8,Pouletbrüstchen,
1,Margarine / Deli,
54,Rübenkraut,3.73
1,Buttermilch mit Zitrone,
1,Krautsalat oder Cole Slaw,
1,Rollmöpse nach Belieben,
69,Pul Biber,3.5
1,Weißkohl in Streifen geschnitten,
1,Kalbsfond oder andere Brühe,
3,Zucchiniblüte,
1,Schinkenspeck oder Rauchfleisch,
1,Balsamessig weißer,
45,Margarine ,3.5
1,Gofio,
1,Schweinefleisch oder Lammfleisch,
1,Minze und Puderzucker ,
1,gemahlene Nüsse  der Form,
1,Malaga oder heller Portwein,
1,Fett und Semmelbrösel ,
1,Sushiessig,
1,Eierlikör oder Kaffee-Sahne-Likör,
4,Brei,
707,Zitronenschale,3.5
1,Milch - Lauchflüssigkeit,
1,Spaghetti oder Makkaroni bzw. Spirelli,
1,Rosinen in Rum eingeweicht,
1,Reis - Kräcker,
3,Senfmehl,
1,Muskat und/oder Macis,
1,Harissapaste oder Chilipulver,
1,Papayas,
2,1150,
1,Aceto balsamico weiß,
1,Margarine für die Förmchen,
3,Fett für die Bleche,
1,Sahne oder Sauerrahm,
1,Roggenmehl Type 1370 oder Vollkorn,
27,Edamer Käse,3.33
1,Löffelbiskuits oder Kuchenbrösel,
1,Kümmel - Stangen,
1,Rapsöl bzw. Frittierfett,
1,Mozzarella oder Gratinkäse,
1,Nelkenpulver und /,
1,auch Gewürzgurken,
1,Kakaopulver 100 %,
2,Speck - Streifen,
8,Amarenakirsche,
4,Rinderfond oder Kalbsfond,
4,Butter oder Ghee,
1,Öl bzw. Olivenöl,
1,geschmacksneutrales Öl,
1,Wasser für Agar Agar,
2,Preiselbeerkompott oder -marmelade,
1,Zartbitterkuvertüre oder Fettglasur,
3,Früchte aus der Dose,
1,Rapsöl oder auch Olivenöl,
1,Sesamstange,
1,Ziegenfrischkäse oder Feta-Käse oder Frischkäse nach Wahl,
3,braunen Zucker,
1,Crème fraîche mit Zitronensaft,
1,Mehl für den Teig,
1,Mehlschwitze oder Saucenbinder hell,
3,Gulasch vom Wild,
1,Madeira und Milch,
1,Pasta nach Wunsch,
1,Lamm - Rücken am Stück,
1,Spirelli oder Vollkornnudeln,
1,Cognac ,
2,Eierplätzchen,
2,Zuckerwürfel,
1,Seitan in Scheiben,
1,Muffinförmchen oder feuerfeste Kuchenförmchen,
2,Kartoffelpüreepulver ,
1,Limonenblatt,
1,Annato,
2,Hühnerbrust - Filets,
2,Kräuter - Mischung,
1,Sahne oder Kaffeesahne bzw. Kondensmilch,
1,Sambal Oelek und/oder brauner Zucker,
1,Curry Juipur,
196,Sekt,3.57
1,Wodka mit Zitrone,
1,Fertigmischung für Kartoffelknödel,
1,Kuchenglasur Haselnuss,
1,Majoran - Blätter,
1,Porree in Streifen geschnitten,
1,Gelee z. B. Aprikose,
1,Kalbsschwanz,
3,Backkakao ,
1,Krabben oder Gambas gepult,
1,Rotweinessig oder Aceto Balsamico,
1,Süßigkeiten und Zuckerstreusel,
1,Zucker für die Birnen,
2,Amaretto ,
1,Hammel-,
237,Ananassaft,3.5
275,Ricotta,3.5
1,Birnenlikör,
1,Brötchen - Rohlinge,
1,Käseersatz mit Kräutern,
2,Fett für die Gläser,
1,Milch oder Gemüsebrühe,
1,Zitronenmelisse oder  Minze ,
1,Obst und Beeren,
1,Teig Frühlingsrollenteig,
1,Wasser oder Fond,
1,Brötchen vom Vortag oder älter,
1,Orangenschalenaroma oder geriebene Orangenschale,
3,Braten- oder Kochfleischreste,
196,Kräuterbutter,3.6
1,Fett und Backpapier,
2,Puderzucker oder Süßstoff,
4,weißer Balsamico,
1,Tafelmeerrettich,
1,'sweet' nach Geschmack,
3,Butter oder Öl für die Form,
1,Champignons nach Bedarf,
1,Butter  von Spargel und Kartoffeln,
1,2 TL Kartoffelmehl,
1,Pizzagewürz oder frischen,
9,Konfitüre nach Wahl,
1,Gemüsebrühe oder Rinderfond,
1,Sahne - Wasser - Gemisch,
1,St. Daniele,
1,saure Sahne oder Creme fraîche,
1,Brühstück,
379,Sesamöl,3.33
1,Butterschmalz oder Entenschmalz,
1,Tacos oder Maischips o.ä.,
1,1/2 TL. getr. Thymian,
1,Korianderpulver pro kg Masse,
1,Cremefine Vanille ,
21,Öl für das Blech,3.6
1,Parmaschinken o.ä.,
1071,Mais,3.5
1,Eiweißbrot,
1,Rosmarin als Deko,
1,Okara aus 100 g Sojabohnen,
1,Nüsse und Apfelscheiben ,
1,Tofu natural,
1,Tortellini à 250 g,
1,ähnlches Dekomaterial,
8,1 Pck. Vanillezucker,
1,Roggen-Sauerteigpulver,
2,Schokoküsse mit Kokos,
1,Olivenöl oder Sonnenblumen-,
2,Basmati oder Langkornreis,
1,Fertigmischung für Chili Con Carne,
8,Crème de Cacao,
1,Mett vom Rind,
2,Brötchen nach Wahl,
1,Rote-Bete-Saft oder evtl. Lebensmittelfarbe,
1,Sonnenblumenkerne oder andere Samen,
1,Rohrzucker / Zucker,
21,Sud,4.0
22,Tonic water,3.33
1,Knochen aus der Schweineschulter,
1,Butter und/oder Öl,
1,Mehl und noch etwas ,
4,Lasagneblätter,
1,Butter und Mehl für die Muffinform oder,
1,Himbeeren ODER,
1,einige EL Olivenöl,
1,Dinkel - Drink,
3,Semmelbrösel und Butter,
1,Fettuccine oder Fusilloni,
2,Backmischung für Krustenbrot,
1,Gemüse und Saucen nach Wahl,
1,Sahne und/oder Milch nach Belieben,
117,Cremefine ,3.5
10,Ketjap Manis,4.2
2,Rippchen vom Lamm,
1,Sauerkirschen oder Heidelbeeren,
1,Butterflöckchen ,
1,Petersilie oder andere Kräuter nach Wahl,
7,Zucker oder Rohrzucker,
1,Bockshornklee - Blätter,
1,Roggenbrot in Kastenform,
1,Rote Bete ca. 200 g,
1,Pizzateig ausreichend für ein Blech *,
1,Riesengarnelen in der Schale,
1,Mascarpone oder Mascarino,
1,Ketchup oder Grillsauce,
1,Gemüse z. B. Mais,
1,Rumaroma oder 2 - 3 EL Rum,
3,Magerquark oder Sahnequark,
1,anderen kräftigen Käse,
1,Hanfsamen oder Nüsse als Topping,
7,Stevia mit Streusüße,
1,Chilisauce oder Cocktail-,
2,Putenschnitzel à 150 g,
10,Branntweinessig,3.5
1,Öl für den Grill,
6,Speck oder Schinken,
3,Lamm - Hüften,
2,Krokant oder Streusel,
2,Buttervanille-Aroma,
10,Champignons aus der Dose,3.5
1,Pralinen - Schalen,
1,Mineralwasser mit oder ohne Kohlensäure,
225,Orangeat,3.75
4,Fett und Mehl für das Blech,
1,1 Btl Vanillezucker,
1,Putenbrust - Aufschnitt,
1,Kandiszucker nach Geschmack,
3,Debrecziner Würstchen,
3,Himbeeren oder Erdbeeren,
1,Weißwein oder Zitronensaft,
1,Sahne oder fettreduzierte Kochcreme,
4,Schokoraspel,
1,1 Glas Kirschen,
4,Lakritze,
1,12 Tortellets,
225,Buchweizen,3.27
29,Bratenfond,3.6
3,Hirschfleisch aus der Schulter,
