date,download,test_server,test_server_distance,test_server_latency,test_server_location,upload
2017-05-01 22:00:01,11.28,Buchholz Digital GmbH,0.0,26.917,Buchholz in der Nordheide,5.35
2017-05-01 23:00:02,10.46,Buchholz Digital GmbH,0.0,29.08,Buchholz in der Nordheide,1.53
2017-05-02 00:00:01,12.2,Buchholz Digital GmbH,0.0,29.05,Buchholz in der Nordheide,5.45
2017-05-02 01:00:01,11.65,Buchholz Digital GmbH,0.0,27.877,Buchholz in der Nordheide,2.7
2017-05-02 02:00:01,53.75,wilhelm.tel,0.0,29.089,Norderstedt,5.31
2017-05-02 03:00:01,53.32,wilhelm.tel,0.0,28.434,Norderstedt,5.33
2017-05-02 04:00:01,18.91,Buchholz Digital GmbH,0.0,27.811,Buchholz in der Nordheide,5.45
2017-05-02 05:00:01,52.58,C&S Breitband GmbH,0.0,29.788,Bad Oldesloe,5.38
2017-05-02 06:00:01,53.73,wilhelm.tel,0.0,29.7,Norderstedt,5.36
2017-05-02 07:00:01,10.32,Buchholz Digital GmbH,0.0,27.301,Buchholz in der Nordheide,0.8
2017-05-02 08:00:02,19.16,Buchholz Digital GmbH,0.0,28.446,Buchholz in der Nordheide,5.4
2017-05-02 09:00:02,9.21,Buchholz Digital GmbH,0.0,28.251,Buchholz in der Nordheide,1.86
2017-05-02 10:00:01,53.01,C&S Breitband GmbH,0.0,29.159,Bad Oldesloe,5.43
2017-05-02 11:00:02,11.84,Buchholz Digital GmbH,0.0,28.962,Buchholz in der Nordheide,5.49
2017-05-02 12:00:01,53.02,C&S Breitband GmbH,0.0,31.941,Bad Oldesloe,5.4
2017-05-02 13:00:01,52.83,LWLcom GmbH,0.0,29.79,Hamburg,5.43
2017-05-02 14:00:01,6.6,Buchholz Digital GmbH,0.0,29.874,Buchholz in der Nordheide,4.81
2017-05-02 15:00:01,53.67,wilhelm.tel,0.0,30.596,Norderstedt,5.43
2017-05-02 16:00:01,10.13,Buchholz Digital GmbH,0.0,26.848,Buchholz in der Nordheide,3.31
2017-05-02 17:00:01,52.89,LWLcom GmbH,0.0,32.115,Hamburg,5.47
2017-05-02 18:00:01,51.17,wilhelm.tel,0.0,28.926,Norderstedt,5.46
2017-05-02 19:00:01,7.98,Buchholz Digital GmbH,0.0,27.018,Buchholz in der Nordheide,1.52
2017-05-02 20:00:01,51.46,wilhelm.tel,0.0,30.375,Norderstedt,5.41
2017-05-02 21:00:01,11.6,Buchholz Digital GmbH,0.0,29.44,Buchholz in der Nordheide,5.35
2017-05-02 22:00:01,9.5,Buchholz Digital GmbH,0.0,28.992,Buchholz in der Nordheide,1.68
2017-05-02 23:00:01,15.51,Buchholz Digital GmbH,0.0,28.105,Buchholz in der Nordheide,5.28
2017-05-03 00:00:01,8.04,Buchholz Digital GmbH,0.0,27.619,Buchholz in der Nordheide,4.33
2017-05-03 01:00:01,14.11,Buchholz Digital GmbH,0.0,27.757,Buchholz in der Nordheide,5.42
2017-05-03 02:00:01,53.45,wilhelm.tel,0.0,30.127,Norderstedt,5.35
2017-05-03 03:00:01,53.36,C&S Breitband GmbH,0.0,32.593,Bad Oldesloe,5.46
2017-05-03 04:00:01,53.18,C&S Breitband GmbH,0.0,30.14,Bad Oldesloe,5.44
2017-05-03 05:00:01,53.87,wilhelm.tel,0.0,28.992,Norderstedt,5.2
2017-05-03 06:00:01,50.77,C&S Breitband GmbH,0.0,30.139,Bad Oldesloe,5.45
2017-05-03 07:00:01,16.31,Buchholz Digital GmbH,0.0,27.686,Buchholz in der Nordheide,5.44
2017-05-03 08:00:01,53.39,wilhelm.tel,0.0,30.838,Norderstedt,5.36
2017-05-03 09:00:01,11.88,Buchholz Digital GmbH,0.0,28.223,Buchholz in der Nordheide,1.85
2017-05-03 10:00:01,53.26,C&S Breitband GmbH,0.0,29.999,Bad Oldesloe,5.42
2017-05-03 11:00:01,53.75,wilhelm.tel,0.0,27.879,Norderstedt,5.4
2017-05-03 12:00:01,52.87,LWLcom GmbH,0.0,31.718,Hamburg,5.37
2017-05-03 13:00:01,53.18,C&S Breitband GmbH,0.0,30.52,Bad Oldesloe,5.33
2017-05-03 14:00:01,53.01,C&S Breitband GmbH,0.0,30.786,Bad Oldesloe,5.43
2017-05-03 15:00:01,11.04,Buchholz Digital GmbH,0.0,27.101,Buchholz in der Nordheide,4.34
2017-05-03 16:00:01,52.75,C&S Breitband GmbH,0.0,29.962,Bad Oldesloe,5.37
2017-05-03 17:00:01,8.15,Buchholz Digital GmbH,0.0,28.107,Buchholz in der Nordheide,4.5
2017-05-03 18:00:01,53.36,C&S Breitband GmbH,0.0,30.487,Bad Oldesloe,5.53
2017-05-03 19:00:01,53.62,wilhelm.tel,0.0,29.13,Norderstedt,5.13
2017-05-03 20:00:01,53.53,wilhelm.tel,0.0,29.102,Norderstedt,5.32
2017-05-03 21:00:01,53.91,wilhelm.tel,0.0,30.812,Norderstedt,5.44
2017-05-03 22:00:01,53.24,wilhelm.tel,0.0,30.358,Norderstedt,5.38
2017-05-03 23:00:01,53.35,C&S Breitband GmbH,0.0,31.303,Bad Oldesloe,5.41
2017-05-04 00:00:01,54.09,wilhelm.tel,0.0,28.913,Norderstedt,5.38
2017-05-04 01:00:01,52.59,C&S Breitband GmbH,0.0,30.05,Bad Oldesloe,5.5
2017-05-04 02:00:01,53.87,wilhelm.tel,0.0,29.129,Norderstedt,5.32
2017-05-04 03:00:01,16.33,Buchholz Digital GmbH,0.0,27.508,Buchholz in der Nordheide,5.48
2017-05-04 07:00:01,53.24,LWLcom GmbH,0.0,30.075,Hamburg,5.42
2017-05-04 08:00:02,12.6,Buchholz Digital GmbH,0.0,28.281,Buchholz in der Nordheide,5.05
2017-05-04 09:00:01,12.21,Buchholz Digital GmbH,0.0,29.388,Buchholz in der Nordheide,5.47
2017-05-04 10:00:01,9.48,Buchholz Digital GmbH,0.0,27.339,Buchholz in der Nordheide,1.31
2017-05-04 11:00:01,11.99,Buchholz Digital GmbH,0.0,27.682,Buchholz in der Nordheide,3.34
2017-05-04 12:00:01,52.17,C&S Breitband GmbH,0.0,32.068,Bad Oldesloe,5.34
2017-05-04 13:00:01,53.13,LWLcom GmbH,0.0,30.548,Hamburg,5.4
2017-05-04 14:00:01,6.6,Buchholz Digital GmbH,0.0,27.323,Buchholz in der Nordheide,0.85
2017-05-04 15:00:01,53.33,C&S Breitband GmbH,0.0,31.262,Bad Oldesloe,5.44
2017-05-04 17:00:01,52.65,C&S Breitband GmbH,0.0,30.691,Bad Oldesloe,5.45
2017-05-04 19:00:01,52.59,wilhelm.tel,0.0,30.476,Norderstedt,5.4
2017-05-04 20:00:01,53.0,C&S Breitband GmbH,0.0,31.617,Bad Oldesloe,5.29
2017-05-04 21:00:01,12.69,Buchholz Digital GmbH,0.0,29.672,Buchholz in der Nordheide,4.94
2017-05-04 22:00:01,46.92,wilhelm.tel,0.0,30.558,Norderstedt,5.29
2017-05-04 23:00:01,52.45,C&S Breitband GmbH,0.0,35.481,Bad Oldesloe,5.41
2017-05-05 00:00:01,53.68,wilhelm.tel,0.0,31.729,Norderstedt,5.34
2017-05-05 01:00:01,9.35,Buchholz Digital GmbH,0.0,29.488,Buchholz in der Nordheide,2.2
2017-05-05 02:00:01,51.75,wilhelm.tel,0.0,29.858,Norderstedt,5.25
2017-05-05 03:00:01,53.16,C&S Breitband GmbH,0.0,31.168,Bad Oldesloe,5.33
2017-05-05 04:00:01,49.92,wilhelm.tel,0.0,35.677,Norderstedt,5.31
2017-05-05 05:00:01,9.22,Buchholz Digital GmbH,0.0,27.503,Buchholz in der Nordheide,2.77
2017-05-05 06:00:01,53.2,wilhelm.tel,0.0,29.634,Norderstedt,5.35
2017-05-05 07:00:01,53.53,wilhelm.tel,0.0,29.661,Norderstedt,5.39
2017-05-05 08:00:01,52.47,LWLcom GmbH,0.0,30.731,Hamburg,5.41
2017-05-05 09:00:02,12.4,Buchholz Digital GmbH,0.0,28.2,Buchholz in der Nordheide,2.37
2017-05-05 10:00:01,52.36,LWLcom GmbH,0.0,30.574,Hamburg,5.44
2017-05-05 11:00:01,8.71,Buchholz Digital GmbH,0.0,28.903,Buchholz in der Nordheide,2.38
2017-05-05 12:00:01,10.62,Buchholz Digital GmbH,0.0,29.389,Buchholz in der Nordheide,3.9
2017-05-05 13:00:01,53.3,wilhelm.tel,0.0,29.499,Norderstedt,5.4
2017-05-05 14:00:01,13.2,Buchholz Digital GmbH,0.0,27.538,Buchholz in der Nordheide,5.27
2017-05-05 15:00:01,49.78,LWLcom GmbH,0.0,30.321,Hamburg,5.45
2017-05-05 16:00:01,52.42,C&S Breitband GmbH,0.0,31.359,Bad Oldesloe,5.32
2017-05-05 17:00:01,10.86,Buchholz Digital GmbH,0.0,26.605,Buchholz in der Nordheide,5.02
2017-05-05 18:00:01,53.57,wilhelm.tel,0.0,30.043,Norderstedt,5.43
2017-05-05 19:00:01,8.21,Buchholz Digital GmbH,0.0,28.321,Buchholz in der Nordheide,2.92
2017-05-05 20:00:01,52.66,LWLcom GmbH,0.0,32.107,Hamburg,5.4
2017-05-05 21:00:02,51.55,LWLcom GmbH,0.0,31.975,Hamburg,5.39
2017-05-05 22:00:01,10.06,Buchholz Digital GmbH,0.0,27.925,Buchholz in der Nordheide,4.72
2017-05-05 23:00:01,52.86,LWLcom GmbH,0.0,31.283,Hamburg,5.46
2017-05-06 00:00:01,54.2,wilhelm.tel,0.0,31.219,Norderstedt,5.46
2017-05-06 01:00:01,52.82,C&S Breitband GmbH,0.0,32.332,Bad Oldesloe,5.42
2017-05-06 02:00:01,9.72,Buchholz Digital GmbH,0.0,28.157,Buchholz in der Nordheide,1.18
2017-05-06 03:00:02,13.02,Buchholz Digital GmbH,0.0,27.27,Buchholz in der Nordheide,2.76
2017-05-06 04:00:01,53.0,C&S Breitband GmbH,0.0,30.977,Bad Oldesloe,5.19
2017-05-06 05:00:01,11.55,Buchholz Digital GmbH,0.0,27.919,Buchholz in der Nordheide,1.35
2017-05-06 06:00:01,53.63,wilhelm.tel,0.0,29.046,Norderstedt,5.17
2017-05-06 07:00:01,52.95,C&S Breitband GmbH,0.0,30.997,Bad Oldesloe,5.37
2017-05-06 08:00:01,52.95,C&S Breitband GmbH,0.0,30.804,Bad Oldesloe,5.18
2017-05-06 09:00:01,8.39,Buchholz Digital GmbH,0.0,27.604,Buchholz in der Nordheide,1.19
2017-05-06 10:00:01,8.16,Buchholz Digital GmbH,0.0,26.931,Buchholz in der Nordheide,3.28
2017-05-06 11:00:01,53.35,wilhelm.tel,0.0,29.227,Norderstedt,5.25
2017-05-06 12:00:01,10.42,Buchholz Digital GmbH,0.0,27.229,Buchholz in der Nordheide,5.01
2017-05-06 13:00:02,11.75,Buchholz Digital GmbH,0.0,27.558,Buchholz in der Nordheide,4.24
2017-05-06 14:00:01,10.58,Buchholz Digital GmbH,0.0,27.42,Buchholz in der Nordheide,2.03
2017-05-06 15:00:01,7.94,Buchholz Digital GmbH,0.0,28.948,Buchholz in der Nordheide,2.2
2017-05-06 16:00:01,13.37,Buchholz Digital GmbH,0.0,28.046,Buchholz in der Nordheide,5.19
2017-05-06 17:00:02,15.74,Buchholz Digital GmbH,0.0,28.232,Buchholz in der Nordheide,5.04
2017-05-06 18:00:01,52.86,LWLcom GmbH,0.0,32.689,Hamburg,5.43
2017-05-06 19:00:01,12.31,Buchholz Digital GmbH,0.0,27.371,Buchholz in der Nordheide,3.48
2017-05-06 20:00:01,13.09,Buchholz Digital GmbH,0.0,28.591,Buchholz in der Nordheide,4.35
2017-05-06 21:00:02,50.32,C&S Breitband GmbH,0.0,30.349,Bad Oldesloe,5.43
2017-05-06 22:00:01,53.02,LWLcom GmbH,0.0,30.597,Hamburg,5.42
2017-05-06 23:00:01,52.73,wilhelm.tel,0.0,30.286,Norderstedt,5.22
2017-05-07 00:00:01,9.66,Buchholz Digital GmbH,0.0,29.474,Buchholz in der Nordheide,4.16
2017-05-07 01:00:01,11.03,Buchholz Digital GmbH,0.0,26.086,Buchholz in der Nordheide,5.41
2017-05-07 02:00:01,54.34,wilhelm.tel,0.0,30.198,Norderstedt,5.37
2017-05-07 03:00:01,14.08,Buchholz Digital GmbH,0.0,27.618,Buchholz in der Nordheide,1.11
2017-05-07 04:00:01,53.48,LWLcom GmbH,0.0,30.834,Hamburg,5.4
2017-05-07 05:00:01,11.09,Buchholz Digital GmbH,0.0,26.743,Buchholz in der Nordheide,5.4
2017-05-07 06:00:01,17.37,Buchholz Digital GmbH,0.0,27.724,Buchholz in der Nordheide,5.42
2017-05-07 07:00:01,11.95,Buchholz Digital GmbH,0.0,26.743,Buchholz in der Nordheide,4.14
2017-05-07 08:00:01,53.46,C&S Breitband GmbH,0.0,28.557,Bad Oldesloe,5.44
2017-05-07 09:00:01,53.43,C&S Breitband GmbH,0.0,30.598,Bad Oldesloe,5.39
2017-05-07 10:00:01,10.57,Buchholz Digital GmbH,0.0,28.582,Buchholz in der Nordheide,4.67
2017-05-07 11:00:01,11.62,Buchholz Digital GmbH,0.0,27.386,Buchholz in der Nordheide,5.3
2017-05-07 12:00:01,53.57,wilhelm.tel,0.0,29.631,Norderstedt,5.4
2017-05-07 13:00:01,9.28,Buchholz Digital GmbH,0.0,28.673,Buchholz in der Nordheide,2.74
2017-05-07 14:00:01,8.51,Buchholz Digital GmbH,0.0,26.139,Buchholz in der Nordheide,2.28
2017-05-07 15:00:01,52.55,LWLcom GmbH,0.0,32.222,Hamburg,5.43
2017-05-07 16:00:01,16.16,Buchholz Digital GmbH,0.0,33.02,Buchholz in der Nordheide,1.7
2017-05-07 17:00:01,52.83,LWLcom GmbH,0.0,29.41,Hamburg,5.48
2017-05-07 18:00:01,10.23,Buchholz Digital GmbH,0.0,27.367,Buchholz in der Nordheide,0.96
2017-05-07 19:00:01,7.87,Buchholz Digital GmbH,0.0,28.19,Buchholz in der Nordheide,1.74
2017-05-07 20:00:01,12.96,Buchholz Digital GmbH,0.0,27.47,Buchholz in der Nordheide,5.5
2017-05-07 21:00:01,53.7,wilhelm.tel,0.0,30.068,Norderstedt,5.35
2017-05-07 22:00:01,12.31,Buchholz Digital GmbH,0.0,26.946,Buchholz in der Nordheide,0.55
2017-05-07 23:00:01,49.89,C&S Breitband GmbH,0.0,30.198,Bad Oldesloe,5.48
2017-05-08 00:00:01,8.77,Buchholz Digital GmbH,0.0,27.414,Buchholz in der Nordheide,1.53
2017-05-08 01:00:01,52.68,LWLcom GmbH,0.0,32.481,Hamburg,5.5
2017-05-08 02:00:01,14.0,Buchholz Digital GmbH,0.0,27.267,Buchholz in der Nordheide,2.72
2017-05-08 03:00:01,51.01,LWLcom GmbH,0.0,31.88,Hamburg,5.36
2017-05-08 04:00:01,52.9,LWLcom GmbH,0.0,30.905,Hamburg,5.46
2017-05-08 05:00:02,8.51,Buchholz Digital GmbH,0.0,28.676,Buchholz in der Nordheide,1.21
2017-05-08 06:00:01,53.44,wilhelm.tel,0.0,29.226,Norderstedt,5.3
2017-05-08 07:00:01,53.44,wilhelm.tel,0.0,28.224,Norderstedt,5.32
2017-05-08 08:00:01,12.41,Buchholz Digital GmbH,0.0,28.038,Buchholz in der Nordheide,1.01
2017-05-08 09:00:01,10.78,Buchholz Digital GmbH,0.0,28.926,Buchholz in der Nordheide,3.63
2017-05-08 10:00:01,53.72,wilhelm.tel,0.0,30.246,Norderstedt,5.25
2017-05-08 11:00:02,53.55,wilhelm.tel,0.0,29.085,Norderstedt,5.37
2017-05-08 12:00:01,52.7,LWLcom GmbH,0.0,30.674,Hamburg,5.54
2017-05-08 13:00:01,52.54,LWLcom GmbH,0.0,32.21,Hamburg,5.47
2017-05-08 14:00:01,52.87,LWLcom GmbH,0.0,31.597,Hamburg,5.43
2017-05-08 15:00:01,53.9,wilhelm.tel,0.0,28.951,Norderstedt,5.26
2017-05-08 16:00:01,53.55,wilhelm.tel,0.0,28.309,Norderstedt,5.37
2017-05-08 17:00:01,12.35,Buchholz Digital GmbH,0.0,28.352,Buchholz in der Nordheide,2.11
2017-05-08 18:00:01,11.95,Buchholz Digital GmbH,0.0,28.241,Buchholz in der Nordheide,4.93
2017-05-08 19:00:01,15.87,Buchholz Digital GmbH,0.0,27.445,Buchholz in der Nordheide,3.93
2017-05-08 20:00:01,53.76,wilhelm.tel,0.0,29.522,Norderstedt,5.29
2017-05-08 21:00:01,10.81,Buchholz Digital GmbH,0.0,30.107,Buchholz in der Nordheide,4.92
2017-05-08 22:00:01,14.38,Buchholz Digital GmbH,0.0,30.581,Buchholz in der Nordheide,3.61
2017-05-08 23:00:01,15.93,Buchholz Digital GmbH,0.0,28.341,Buchholz in der Nordheide,2.28
2017-05-09 00:00:01,53.67,wilhelm.tel,0.0,30.251,Norderstedt,5.43
2017-05-09 01:00:01,11.85,Buchholz Digital GmbH,0.0,27.894,Buchholz in der Nordheide,0.95
2017-05-09 02:00:01,53.52,wilhelm.tel,0.0,30.832,Norderstedt,5.42
2017-05-09 03:00:01,14.24,Buchholz Digital GmbH,0.0,28.153,Buchholz in der Nordheide,2.72
2017-05-09 04:00:01,8.07,Buchholz Digital GmbH,0.0,28.255,Buchholz in der Nordheide,1.77
2017-05-09 05:00:01,52.9,LWLcom GmbH,0.0,30.447,Hamburg,5.04
2017-05-09 07:00:02,11.01,Buchholz Digital GmbH,0.0,28.566,Buchholz in der Nordheide,1.57
2017-05-09 08:00:01,10.96,Buchholz Digital GmbH,0.0,27.45,Buchholz in der Nordheide,3.05
2017-05-09 09:00:01,53.02,C&S Breitband GmbH,0.0,30.371,Bad Oldesloe,5.5
2017-05-09 10:00:01,14.46,Buchholz Digital GmbH,0.0,28.248,Buchholz in der Nordheide,4.35
2017-05-09 11:00:01,52.84,C&S Breitband GmbH,0.0,30.264,Bad Oldesloe,5.34
2017-05-09 12:00:01,6.48,Buchholz Digital GmbH,0.0,30.581,Buchholz in der Nordheide,3.11
2017-05-09 13:00:01,53.15,C&S Breitband GmbH,0.0,30.852,Bad Oldesloe,5.4
2017-05-09 14:00:01,13.12,Buchholz Digital GmbH,0.0,28.238,Buchholz in der Nordheide,5.26
2017-05-09 15:00:01,52.17,LWLcom GmbH,0.0,30.995,Hamburg,5.38
2017-05-09 16:00:01,9.78,Buchholz Digital GmbH,0.0,28.122,Buchholz in der Nordheide,5.02
2017-05-09 17:00:01,52.48,LWLcom GmbH,0.0,32.569,Hamburg,5.4
2017-05-09 18:00:01,52.44,C&S Breitband GmbH,0.0,31.584,Bad Oldesloe,5.37
2017-05-09 19:00:02,53.56,wilhelm.tel,0.0,29.192,Norderstedt,5.33
2017-05-09 20:00:01,53.21,C&S Breitband GmbH,0.0,30.484,Bad Oldesloe,5.49
2017-05-09 21:00:01,14.0,Buchholz Digital GmbH,0.0,28.07,Buchholz in der Nordheide,0.56
2017-05-09 22:00:01,52.63,LWLcom GmbH,0.0,31.941,Hamburg,5.39
2017-05-09 23:00:01,13.51,Buchholz Digital GmbH,0.0,27.414,Buchholz in der Nordheide,5.4
2017-05-10 00:00:01,53.03,C&S Breitband GmbH,0.0,30.346,Bad Oldesloe,5.31
2017-05-10 01:00:01,52.56,C&S Breitband GmbH,0.0,31.406,Bad Oldesloe,5.5
2017-05-10 02:00:01,53.33,LWLcom GmbH,0.0,31.003,Hamburg,5.43
2017-05-10 03:00:01,12.16,Buchholz Digital GmbH,0.0,27.575,Buchholz in der Nordheide,2.96
2017-05-10 04:00:01,52.5,LWLcom GmbH,0.0,30.46,Hamburg,5.45
2017-05-10 05:00:01,10.17,Buchholz Digital GmbH,0.0,27.327,Buchholz in der Nordheide,1.05
2017-05-10 06:00:01,10.53,Buchholz Digital GmbH,0.0,27.991,Buchholz in der Nordheide,0.0
2017-05-10 07:00:01,53.73,wilhelm.tel,0.0,28.888,Norderstedt,3.82
2017-05-10 08:00:01,7.61,Buchholz Digital GmbH,0.0,26.929,Buchholz in der Nordheide,0.0
2017-05-10 09:00:01,12.35,Buchholz Digital GmbH,0.0,28.051,Buchholz in der Nordheide,0.0
2017-05-10 10:00:01,53.27,C&S Breitband GmbH,0.0,31.009,Bad Oldesloe,5.45
2017-05-10 11:00:01,52.11,LWLcom GmbH,0.0,30.268,Hamburg,5.42
2017-05-10 12:00:01,11.62,Buchholz Digital GmbH,0.0,27.149,Buchholz in der Nordheide,0.0
2017-05-10 13:00:02,53.04,LWLcom GmbH,0.0,30.334,Hamburg,5.39
2017-05-10 14:00:01,50.94,LWLcom GmbH,0.0,31.436,Hamburg,5.47
2017-05-10 15:00:01,53.47,wilhelm.tel,0.0,30.014,Norderstedt,5.38
2017-05-10 16:00:01,52.92,Stadtwerke Neumünster GmbH,0.0,31.112,Neumunster,5.53
2017-05-10 17:00:01,51.23,LWLcom GmbH,0.0,31.98,Hamburg,5.48
2017-05-10 18:00:01,53.78,wilhelm.tel,0.0,31.007,Norderstedt,5.39
2017-05-10 19:00:01,52.93,Stadtwerke Neumünster GmbH,0.0,32.01,Neumunster,5.42
2017-05-10 20:00:01,52.73,C&S Breitband GmbH,0.0,30.267,Bad Oldesloe,5.39
2017-05-10 21:00:02,52.46,Stadtwerke Neumünster GmbH,0.0,31.018,Neumunster,5.3
2017-05-10 22:00:01,53.38,wilhelm.tel,0.0,29.821,Norderstedt,5.32
2017-05-10 23:00:01,53.09,Stadtwerke Neumünster GmbH,0.0,30.84,Neumunster,5.43
2017-05-11 00:00:01,52.78,LWLcom GmbH,0.0,31.542,Hamburg,5.42
2017-05-11 03:00:01,53.4,C&S Breitband GmbH,0.0,30.616,Bad Oldesloe,5.33
2017-05-11 05:00:01,53.84,wilhelm.tel,0.0,28.783,Norderstedt,5.29
2017-05-11 06:00:01,51.58,LWLcom GmbH,0.0,30.929,Hamburg,5.49
2017-05-11 07:00:01,52.99,wilhelm.tel,0.0,29.377,Norderstedt,5.33
2017-05-11 08:00:01,53.8,wilhelm.tel,0.0,28.243,Norderstedt,5.36
2017-05-11 09:00:01,53.07,LWLcom GmbH,0.0,29.973,Hamburg,5.42
2017-05-11 10:00:01,45.35,wilhelm.tel,0.0,29.697,Norderstedt,5.29
2017-05-11 11:00:01,53.8,wilhelm.tel,0.0,28.727,Norderstedt,5.33
2017-05-11 12:00:01,53.79,Stadtwerke Neumünster GmbH,0.0,30.186,Neumunster,5.41
2017-05-11 13:00:01,53.76,wilhelm.tel,0.0,28.53,Norderstedt,5.44
2017-05-11 14:00:01,52.96,C&S Breitband GmbH,0.0,30.735,Bad Oldesloe,5.41
2017-05-11 15:00:01,54.15,wilhelm.tel,0.0,30.693,Norderstedt,5.37
2017-05-11 16:00:01,54.1,wilhelm.tel,0.0,30.069,Norderstedt,5.41
2017-05-11 17:00:01,53.42,LWLcom GmbH,0.0,31.53,Hamburg,5.4
2017-05-11 19:00:01,53.84,wilhelm.tel,0.0,31.407,Norderstedt,5.39
2017-05-11 20:00:01,52.91,Stadtwerke Neumünster GmbH,0.0,30.13,Neumunster,5.38
2017-05-11 21:00:01,53.1,LWLcom GmbH,0.0,31.544,Hamburg,5.32
2017-05-11 23:00:01,53.87,wilhelm.tel,0.0,29.706,Norderstedt,5.33
2017-05-12 00:00:01,54.25,wilhelm.tel,0.0,29.559,Norderstedt,5.42
2017-05-12 01:00:01,52.84,Stadtwerke Neumünster GmbH,0.0,31.158,Neumunster,5.53
2017-05-12 02:00:01,52.84,C&S Breitband GmbH,0.0,29.216,Bad Oldesloe,5.5
2017-05-12 03:00:01,52.33,wilhelm.tel,0.0,29.691,Norderstedt,4.82
2017-05-12 04:00:01,54.2,wilhelm.tel,0.0,30.016,Norderstedt,5.27
2017-05-12 05:00:01,53.83,wilhelm.tel,0.0,29.714,Norderstedt,5.3
2017-05-12 06:00:02,53.35,Stadtwerke Neumünster GmbH,0.0,30.976,Neumunster,5.45
2017-05-12 07:00:02,53.19,LWLcom GmbH,0.0,30.909,Hamburg,5.44
2017-05-12 08:00:01,53.9,wilhelm.tel,0.0,28.866,Norderstedt,5.25
2017-05-12 09:00:01,51.47,C&S Breitband GmbH,0.0,29.469,Bad Oldesloe,5.38
2017-05-12 10:00:01,53.12,wilhelm.tel,0.0,28.598,Norderstedt,5.28
2017-05-12 11:00:01,52.96,Stadtwerke Neumünster GmbH,0.0,29.466,Neumunster,5.41
2017-05-12 12:00:01,53.18,C&S Breitband GmbH,0.0,30.611,Bad Oldesloe,5.32
2017-05-12 13:00:01,53.39,wilhelm.tel,0.0,28.053,Norderstedt,5.4
2017-05-12 14:00:01,53.21,LWLcom GmbH,0.0,30.282,Hamburg,4.59
2017-05-12 15:00:01,54.26,wilhelm.tel,0.0,29.727,Norderstedt,5.3
2017-05-12 16:00:01,53.58,wilhelm.tel,0.0,29.689,Norderstedt,5.32
2017-05-12 17:00:01,53.54,wilhelm.tel,0.0,29.304,Norderstedt,5.26
2017-05-12 18:00:01,50.88,Stadtwerke Neumünster GmbH,0.0,30.141,Neumunster,5.57
2017-05-12 19:00:01,52.73,C&S Breitband GmbH,0.0,31.419,Bad Oldesloe,5.51
2017-05-12 20:00:01,54.12,wilhelm.tel,0.0,29.656,Norderstedt,5.28
2017-05-12 21:00:01,52.86,LWLcom GmbH,0.0,33.774,Hamburg,5.39
2017-05-12 22:00:01,54.04,wilhelm.tel,0.0,31.444,Norderstedt,5.37
2017-05-12 23:00:01,52.88,LWLcom GmbH,0.0,30.895,Hamburg,5.4
2017-05-13 00:00:01,53.64,wilhelm.tel,0.0,30.129,Norderstedt,5.14
2017-05-13 01:00:01,51.49,C&S Breitband GmbH,0.0,30.709,Bad Oldesloe,5.22
2017-05-13 02:00:01,52.8,Stadtwerke Neumünster GmbH,0.0,30.085,Neumunster,5.39
2017-05-13 03:00:01,52.73,C&S Breitband GmbH,0.0,32.38,Bad Oldesloe,5.36
2017-05-13 04:00:01,53.62,wilhelm.tel,0.0,29.585,Norderstedt,5.39
2017-05-13 05:00:01,53.05,LWLcom GmbH,0.0,30.409,Hamburg,5.47
2017-05-13 06:00:01,53.26,wilhelm.tel,0.0,27.958,Norderstedt,5.3
2017-05-13 07:00:01,53.82,wilhelm.tel,0.0,31.484,Norderstedt,5.4
2017-05-13 08:00:01,52.55,LWLcom GmbH,0.0,31.366,Hamburg,5.32
2017-05-13 09:00:01,53.69,wilhelm.tel,0.0,29.346,Norderstedt,5.4
2017-05-13 10:00:01,54.06,wilhelm.tel,0.0,30.416,Norderstedt,5.36
2017-05-13 11:00:01,53.37,wilhelm.tel,0.0,29.289,Norderstedt,5.33
2017-05-13 12:00:01,47.71,C&S Breitband GmbH,0.0,30.714,Bad Oldesloe,5.41
2017-05-13 13:00:01,53.86,wilhelm.tel,0.0,29.845,Norderstedt,5.33
2017-05-13 14:00:01,53.23,C&S Breitband GmbH,0.0,32.076,Bad Oldesloe,5.45
2017-05-13 15:00:01,53.73,wilhelm.tel,0.0,29.905,Norderstedt,5.12
2017-05-13 17:00:01,53.29,C&S Breitband GmbH,0.0,30.292,Bad Oldesloe,5.46
2017-05-13 18:00:01,50.68,C&S Breitband GmbH,0.0,31.075,Bad Oldesloe,5.01
2017-05-13 19:00:01,51.77,C&S Breitband GmbH,0.0,30.462,Bad Oldesloe,2.01
2017-05-13 21:00:01,53.66,wilhelm.tel,0.0,29.068,Norderstedt,5.37
2017-05-13 22:00:01,53.97,wilhelm.tel,0.0,28.848,Norderstedt,5.31
2017-05-13 23:00:01,53.84,wilhelm.tel,0.0,29.287,Norderstedt,5.32
2017-05-14 00:00:01,53.48,C&S Breitband GmbH,0.0,30.706,Bad Oldesloe,5.44
2017-05-14 01:00:01,53.62,wilhelm.tel,0.0,29.16,Norderstedt,5.28
2017-05-14 02:00:01,53.65,wilhelm.tel,0.0,29.666,Norderstedt,5.32
2017-05-14 03:00:01,53.88,wilhelm.tel,0.0,28.961,Norderstedt,5.37
